subject,course_num,days,start,end,building,room_number
AAS,100,MW     ,1400,1520,Noyes Laboratory,304
AAS,100,F      ,900,950,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1000,1050,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1100,1150,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1200,1250,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1300,1350,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1400,1450,"Literatures, Cultures, & Ling",1030
AAS,100,F      ,1000,1050,Lincoln Hall,1057
AAS,100,F      ,1100,1150,Lincoln Hall,1057
AAS,100,F      ,1300,1350,Davenport Hall,113
AAS,100,F      ,1400,1450,Davenport Hall,113
AAS,100,MW     ,1000,1050,Natural History Building,2079
AAS,200,TR     ,1230,1350,Armory,148
AAS,201,none,0,0,none,none
AAS,201,none,0,0,none,none
AAS,211,TR     ,1530,1650,"Literatures, Cultures, & Ling",G18
AAS,215,TR     ,1100,1220,Psychology Building,207
AAS,275,TR     ,1400,1520,English Building,160
AAS,281,TR     ,1400,1520,David Kinley Hall,310
AAS,283,MW     ,1100,1220,Gregory Hall,311
AAS,286,MWF    ,1000,1140,Campus Instructional Facility,3018
AAS,287,TR     ,1400,1520,Henry Administration Bldg,137
AAS,288,MW     ,1500,1620,Davenport Hall,336
AAS,297,MW     ,1715,1830,Bevier Hall,132
AAS,299,MW     ,1100,1220,Education Building,162
AAS,300,TR     ,1400,1520,Mumford Hall,316N
AAS,310,R      ,1400,1550,Education Building,17
AAS,310,R      ,1400,1550,Education Building,42A
AAS,310,R      ,1400,1550,Education Building,22
AAS,310,R      ,1400,1550,Armory,241
AAS,310,R      ,1400,1550,David Kinley Hall,111
AAS,310,T      ,1400,1550,Education Building,2
AAS,315,M      ,1400,1650,Henry Administration Bldg,140
AAS,355,TR     ,1400,1520,1207 W Oregon,103
AAS,357,TR     ,1100,1220,1207 W Oregon,103
AAS,370,TR     ,1100,1220,Wohlers Hall,170
AAS,495,WF     ,1400,1650,Siebel Center for Design,1002
AAS,539,T      ,1400,1650,"Literatures, Cultures, & Ling",1110
AAS,589,none,0,0,none,none
ABE,128,W      ,1400,1650,Turner Hall,M5
ABE,128,R      ,1400,1650,Turner Hall,M5
ABE,128,F      ,1300,1550,Turner Hall,M5
ABE,152,none,0,0,none,none
ABE,199,none,0,0,none,none
ABE,199,none,0,0,none,none
ABE,228,R      ,800,950,Agricultural Engr Sciences Bld,242
ABE,228,R      ,1000,1150,Agricultural Engr Sciences Bld,242
ABE,232,MWF    ,1300,1450,none,none
ABE,341,F      ,1100,1150,Agricultural Engr Sciences Bld,208
ABE,397,none,0,0,none,none
ABE,425,F      ,1300,1450,Agricultural Engr Sciences Bld,248
ABE,425,F      ,1500,1650,Agricultural Engr Sciences Bld,248
ABE,425,TR     ,930,1050,Agricultural Engr Sciences Bld,272
ABE,457,MW     ,1000,1150,Agricultural Engr Sciences Bld,242
ABE,458,MW     ,1000,1150,Agricultural Engr Sciences Bld,220
ABE,469,R      ,1400,1450,Agricultural Engr Sciences Bld,248
ABE,483,MW     ,930,1050,Agricultural Engr Sciences Bld,248
ABE,497,none,0,0,none,none
ABE,498,none,0,0,none,none
ABE,498,none,0,0,none,none
ABE,498,T      ,1400,1630,none,none
ABE,498,none,0,0,none,none
ABE,498,none,0,0,none,none
ABE,502,F      ,1200,1250,Agricultural Engr Sciences Bld,208
ABE,532,F      ,1500,1550,none,none
ABE,597,none,0,0,none,none
ABE,599,none,0,0,none,none
ACCY,199,none,0,0,none,none
ACCY,200,none,0,0,none,none
ACCY,200,none,0,0,none,none
ACCY,200,MW     ,1700,1820,Business Instructional Fac,2011
ACCY,201,F      ,800,850,Business Instructional Fac,2007
ACCY,201,F      ,900,950,none,none
ACCY,201,F      ,900,950,Business Instructional Fac,2011
ACCY,201,F      ,1200,1250,Business Instructional Fac,2007
ACCY,201,F      ,1300,1350,Business Instructional Fac,2007
ACCY,201,F      ,1400,1450,Business Instructional Fac,2007
ACCY,201,F      ,1000,1050,none,none
ACCY,201,F      ,1000,1050,Business Instructional Fac,2063
ACCY,201,F      ,1100,1150,Business Instructional Fac,2063
ACCY,201,F      ,1200,1250,Business Instructional Fac,2063
ACCY,201,F      ,1300,1350,Business Instructional Fac,2057
ACCY,201,F      ,1100,1150,Business Instructional Fac,2007
ACCY,201,TR     ,1230,1350,Wohlers Hall,141
ACCY,201,TR     ,1100,1220,Business Instructional Fac,1001
ACCY,201,TR     ,930,1050,Business Instructional Fac,1049
ACCY,202,F      ,900,950,none,none
ACCY,202,F      ,800,850,Business Instructional Fac,2011
ACCY,202,F      ,900,950,Business Instructional Fac,3009
ACCY,202,F      ,1000,1050,Business Instructional Fac,3063
ACCY,202,F      ,1100,1150,Business Instructional Fac,3063
ACCY,202,F      ,1000,1050,none,none
ACCY,202,F      ,900,950,Business Instructional Fac,2057
ACCY,202,F      ,1100,1150,Business Instructional Fac,2011
ACCY,202,F      ,1000,1050,Business Instructional Fac,2007
ACCY,202,F      ,1200,1250,Business Instructional Fac,3063
ACCY,202,F      ,1300,1350,Business Instructional Fac,3057
ACCY,202,F      ,1300,1350,Business Instructional Fac,3063
ACCY,202,F      ,1300,1350,Business Instructional Fac,2011
ACCY,202,F      ,1400,1450,Business Instructional Fac,2011
ACCY,202,F      ,1400,1450,Business Instructional Fac,3057
ACCY,202,F      ,1400,1450,Business Instructional Fac,3063
ACCY,202,TR     ,1100,1220,Wohlers Hall,141
ACCY,202,TR     ,800,920,Business Instructional Fac,1001
ACCY,202,TR     ,1400,1520,Wohlers Hall,130
ACCY,290,none,0,0,none,none
ACCY,301,MW     ,1100,1220,Business Instructional Fac,3003
ACCY,301,MW     ,1530,1650,Business Instructional Fac,3007
ACCY,301,MW     ,1400,1520,Business Instructional Fac,3063
ACCY,301,MW     ,930,1050,Business Instructional Fac,3003
ACCY,301,MW     ,1230,1350,Business Instructional Fac,3001
ACCY,301,MW     ,800,920,Business Instructional Fac,3003
ACCY,302,TR     ,1100,1220,Business Instructional Fac,3057
ACCY,302,TR     ,930,1050,Business Instructional Fac,2001
ACCY,302,TR     ,800,920,Wohlers Hall,243
ACCY,302,TR     ,1230,1350,Business Instructional Fac,2005
ACCY,302,TR     ,1400,1520,Business Instructional Fac,2005
ACCY,302,TR     ,800,920,Business Instructional Fac,2001
ACCY,302,M      ,1530,1650,Business Instructional Fac,1001
ACCY,303,MW     ,930,1050,Business Instructional Fac,3057
ACCY,303,MW     ,1400,1520,Business Instructional Fac,2001
ACCY,303,MW     ,800,920,Business Instructional Fac,3057
ACCY,303,MW     ,1100,1220,Business Instructional Fac,3057
ACCY,303,MW     ,1230,1350,Business Instructional Fac,3003
ACCY,303,MW     ,1400,1520,Business Instructional Fac,3003
ACCY,304,TR     ,1100,1220,Business Instructional Fac,1025
ACCY,304,TR     ,1400,1520,Business Instructional Fac,3003
ACCY,304,TR     ,1230,1350,Business Instructional Fac,3063
ACCY,304,TR     ,930,1050,Business Instructional Fac,1025
ACCY,304,TR     ,800,920,Business Instructional Fac,3003
ACCY,304,TR     ,1530,1650,Business Instructional Fac,3003
ACCY,312,MW     ,1100,1220,Business Instructional Fac,2005
ACCY,312,MW     ,800,920,Business Instructional Fac,2001
ACCY,312,MW     ,930,1050,Business Instructional Fac,2005
ACCY,312,MW     ,1400,1520,Business Instructional Fac,1049
ACCY,312,MW     ,1230,1350,Business Instructional Fac,1049
ACCY,312,MW     ,1530,1650,Business Instructional Fac,3003
ACCY,321,W      ,1730,1930,none,none
ACCY,375,W      ,1530,1620,Business Instructional Fac,1049
ACCY,398,none,0,0,none,none
ACCY,398,none,0,0,none,none
ACCY,398,none,0,0,none,none
ACCY,398,none,0,0,none,none
ACCY,398,none,0,0,none,none
ACCY,405,MW     ,930,1050,Business Instructional Fac,2007
ACCY,405,TR     ,930,1050,Wohlers Hall,226
ACCY,405,MW     ,1100,1220,Business Instructional Fac,3001
ACCY,405,TR     ,800,920,Wohlers Hall,226
ACCY,405,MW     ,1230,1350,Business Instructional Fac,2005
ACCY,405,MW     ,1400,1520,Business Instructional Fac,2007
ACCY,405,R      ,1600,1720,Business Instructional Fac,1001
ACCY,410,MW     ,930,1050,Business Instructional Fac,3001
ACCY,410,MW     ,930,1050,Business Instructional Fac,3001
ACCY,410,TR     ,1100,1220,Wohlers Hall,130
ACCY,410,TR     ,1100,1220,Wohlers Hall,130
ACCY,410,TR     ,1400,1520,Business Instructional Fac,1025
ACCY,410,TR     ,1400,1520,Business Instructional Fac,1025
ACCY,410,MW     ,1400,1520,Business Instructional Fac,2005
ACCY,410,MW     ,1400,1520,Business Instructional Fac,2005
ACCY,410,MW     ,800,920,Business Instructional Fac,3001
ACCY,410,MW     ,800,920,Business Instructional Fac,3001
ACCY,410,TR     ,930,1050,Business Instructional Fac,3003
ACCY,410,TR     ,930,1050,Business Instructional Fac,3003
ACCY,410,TR     ,1230,1350,Business Instructional Fac,1025
ACCY,410,TR     ,1230,1350,Business Instructional Fac,1025
ACCY,419,TR     ,1100,1220,Business Instructional Fac,2005
ACCY,419,TR     ,1100,1220,Business Instructional Fac,2005
ACCY,449,none,0,0,none,none
ACCY,449,F      ,1100,1220,Business Instructional Fac,2005
ACCY,451,MW     ,930,1050,Business Instructional Fac,2057
ACCY,451,MW     ,930,1050,Business Instructional Fac,2057
ACCY,451,MW     ,1100,1220,Wohlers Hall,130
ACCY,451,MW     ,1100,1220,Wohlers Hall,130
ACCY,451,MW     ,800,920,Business Instructional Fac,3009
ACCY,451,MW     ,800,920,Business Instructional Fac,3009
ACCY,451,MW     ,930,1050,Business Instructional Fac,3009
ACCY,451,MW     ,930,1050,Business Instructional Fac,3009
ACCY,451,MW     ,800,920,Business Instructional Fac,2057
ACCY,451,MW     ,800,920,Business Instructional Fac,2057
ACCY,499,none,0,0,none,none
ACCY,500,none,0,0,none,none
ACCY,500,none,0,0,none,none
ACCY,501,none,0,0,none,none
ACCY,501,none,0,0,none,none
ACCY,501,none,0,0,none,none
ACCY,501,none,0,0,none,none
ACCY,502,none,0,0,none,none
ACCY,502,none,0,0,none,none
ACCY,502,none,0,0,none,none
ACCY,502,none,0,0,none,none
ACCY,503,TR     ,1530,1650,Business Instructional Fac,3041
ACCY,503,none,0,0,none,none
ACCY,503,none,0,0,none,none
ACCY,503,none,0,0,none,none
ACCY,503,none,0,0,none,none
ACCY,503,none,0,0,none,none
ACCY,503,none,0,0,none,none
ACCY,506,TR     ,1400,1520,Business Instructional Fac,3009
ACCY,507,none,0,0,none,none
ACCY,507,none,0,0,none,none
ACCY,507,none,0,0,none,none
ACCY,507,none,0,0,none,none
ACCY,510,MW     ,1100,1220,Business Instructional Fac,3009
ACCY,510,MW     ,1230,1350,Business Instructional Fac,3009
ACCY,510,TR     ,1530,1650,Business Instructional Fac,1049
ACCY,512,TR     ,1100,1220,Business Instructional Fac,2063
ACCY,512,TR     ,1230,1350,Business Instructional Fac,2063
ACCY,512,TR     ,1400,1520,Business Instructional Fac,3041
ACCY,515,TR     ,1100,1220,Business Instructional Fac,3009
ACCY,515,TR     ,1230,1350,Business Instructional Fac,3009
ACCY,515,TR     ,930,1050,Business Instructional Fac,3057
ACCY,516,MW     ,1100,1220,Business Instructional Fac,2063
ACCY,517,MW     ,1100,1220,Business Instructional Fac,3063
ACCY,517,MW     ,1230,1350,Business Instructional Fac,3063
ACCY,517,none,0,0,none,none
ACCY,517,MW     ,930,1050,Business Instructional Fac,3063
ACCY,517,none,0,0,none,none
ACCY,518,MW     ,800,920,Business Instructional Fac,2063
ACCY,518,MW     ,930,1050,Business Instructional Fac,2063
ACCY,518,MW     ,1230,1350,Business Instructional Fac,2063
ACCY,518,MW     ,1400,1520,Business Instructional Fac,2063
ACCY,519,none,0,0,none,none
ACCY,519,none,0,0,none,none
ACCY,550,TR     ,1230,1350,Business Instructional Fac,3001
ACCY,551,TR     ,800,920,Business Instructional Fac,2011
ACCY,552,TR     ,800,920,Business Instructional Fac,3039
ACCY,552,TR     ,930,1050,Business Instructional Fac,3039
ACCY,554,TR     ,1230,1350,Business Instructional Fac,3001
ACCY,570,TR     ,1230,1350,Business Instructional Fac,3039
ACCY,570,TR     ,930,1050,Wohlers Hall,130
ACCY,571,TR     ,800,920,Business Instructional Fac,3009
ACCY,574,MW     ,1400,1520,Business Instructional Fac,3007
ACCY,574,MW     ,1530,1650,Business Instructional Fac,3039
ACCY,574,MW     ,1400,1520,Business Instructional Fac,3057
ACCY,574,none,0,0,none,none
ACCY,574,none,0,0,none,none
ACCY,575,TR     ,800,920,Business Instructional Fac,2057
ACCY,575,TR     ,930,1050,Business Instructional Fac,2057
ACCY,575,TR     ,1230,1350,Business Instructional Fac,2057
ACCY,575,TR     ,1100,1220,Business Instructional Fac,3003
ACCY,575,MW     ,1100,1220,Business Instructional Fac,2007
ACCY,575,MW     ,1230,1350,Business Instructional Fac,3057
ACCY,575,TR     ,1530,1650,Business Instructional Fac,3063
ACCY,575,TR     ,1400,1520,Business Instructional Fac,3063
ACCY,576,none,0,0,none,none
ACCY,576,none,0,0,none,none
ACCY,577,none,0,0,none,none
ACCY,577,none,0,0,none,none
ACCY,578,none,0,0,none,none
ACCY,578,none,0,0,none,none
ACCY,578,none,0,0,none,none
ACCY,578,none,0,0,none,none
ACCY,590,none,0,0,none,none
ACCY,593,none,0,0,none,none
ACCY,593,T      ,1200,1550,Wohlers Hall,ARR
ACCY,593,R      ,1230,1620,Business Instructional Fac,ARR
ACCY,593,none,0,0,none,none
ACCY,593,none,0,0,none,none
ACCY,593,F      ,830,920,Business Instructional Fac,ARR
ACCY,594,T      ,800,1150,none,none
ACCY,599,F      ,1300,1650,Business Instructional Fac,2063
ACCY,599,F      ,800,1150,Business Instructional Fac,3057
ACCY,599,W      ,1530,1650,Wohlers Hall,241
ACE,100,F      ,1200,1250,"Literatures, Cultures, & Ling",G18
ACE,100,F      ,1400,1450,"Literatures, Cultures, & Ling",G36
ACE,100,F      ,1100,1150,"Literatures, Cultures, & Ling",G32
ACE,100,MWF    ,1000,1050,none,none
ACE,161,F      ,900,1050,901 W Oregon,101
ACE,161,none,0,0,none,none
ACE,161,none,0,0,none,none
ACE,161,none,0,0,none,none
ACE,199,F      ,900,950,"Literatures, Cultures, & Ling",G7
ACE,199,F      ,1000,1050,"Literatures, Cultures, & Ling",G7
ACE,199,F      ,1100,1150,"Literatures, Cultures, & Ling",G7
ACE,199,F      ,1000,1050,Mumford Hall,65
ACE,199,F      ,1100,1150,Mumford Hall,65
ACE,199,F      ,1300,1350,Mumford Hall,65
ACE,199,MW     ,1500,1620,David Kinley Hall,312
ACE,210,F      ,1000,1050,David Kinley Hall,325
ACE,210,F      ,1100,1150,David Kinley Hall,325
ACE,210,F      ,1200,1250,David Kinley Hall,325
ACE,210,MW     ,1500,1550,Architecture Building,120
ACE,221,M      ,1400,1520,Psychology Building,23
ACE,231,TR     ,1400,1520,Mumford Hall,103
ACE,232,TR     ,930,1050,Gregory Hall,223
ACE,240,none,0,0,none,none
ACE,240,MW     ,1100,1220,Everitt Laboratory,1302
ACE,241,MW     ,1500,1620,Psychology Building,11
ACE,242,W      ,1700,1850,none,none
ACE,262,TR     ,1530,1650,none,none
ACE,264,TR     ,1230,1350,Animal Sciences Laboratory,150
ACE,270,MWF    ,1400,1450,none,none
ACE,291,MW     ,1500,1620,Mumford Hall,426
ACE,293,none,0,0,none,none
ACE,294,none,0,0,none,none
ACE,295,none,0,0,none,none
ACE,300,F      ,1300,1350,David Kinley Hall,113
ACE,300,F      ,1200,1250,David Kinley Hall,113
ACE,300,F      ,1100,1150,David Kinley Hall,113
ACE,300,MW     ,1300,1350,Education Building,2
ACE,306,TR     ,1530,1650,Bevier Hall,108
ACE,310,F      ,1000,1050,Turner Hall,M205
ACE,310,F      ,1100,1150,Turner Hall,M205
ACE,310,MW     ,1100,1150,Animal Sciences Laboratory,131
ACE,321,W      ,1730,1930,none,none
ACE,344,MW     ,800,920,Everitt Laboratory,2101
ACE,345,TR     ,1400,1520,Lincoln Hall,1092
ACE,349,MW     ,900,1020,David Kinley Hall,223
ACE,360,MW     ,1100,1250,Wohlers Hall,70B
ACE,360,MW     ,1100,1250,Wohlers Hall,70B
ACE,396,none,0,0,none,none
ACE,398,T      ,1630,1820,Mumford Hall,426
ACE,398,F      ,1300,1350,Huff Hall,2001
ACE,398,none,0,0,none,none
ACE,398,F      ,1300,1350,Huff Hall,2001
ACE,403,MWF    ,1400,1450,Mumford Hall,426
ACE,403,MWF    ,1400,1450,Mumford Hall,426
ACE,410,TR     ,930,1050,Lincoln Hall,1027
ACE,410,TR     ,930,1050,Lincoln Hall,1027
ACE,427,MWF    ,1000,1050,Transportation Building,101
ACE,428,TR     ,930,1050,Noyes Laboratory,217
ACE,428,TR     ,930,1050,Noyes Laboratory,217
ACE,430,MWF    ,1500,1550,Mumford Hall,313
ACE,432,MW     ,800,920,Mumford Hall,316N
ACE,435,MW     ,1630,1750,Education Building,2
ACE,435,MW     ,1630,1750,Education Building,2
ACE,436,TR     ,1100,1220,Mumford Hall,313
ACE,436,TR     ,1100,1220,Mumford Hall,313
ACE,436,TR     ,1100,1220,Mumford Hall,313
ACE,436,TR     ,1100,1220,Mumford Hall,313
ACE,440,TR     ,1600,1750,Bevier Hall,166
ACE,440,TR     ,1600,1750,Bevier Hall,166
ACE,441,MW     ,1000,1120,Mumford Hall,320
ACE,444,TR     ,800,920,Turner Hall,W109
ACE,446,MW     ,1130,1250,Institute for Genomic Biology,ARR
ACE,446,MW     ,1130,1250,Institute for Genomic Biology,ARR
ACE,449,MW     ,1400,1520,Campus Instructional Facility,4025
ACE,451,TR     ,930,1050,Mumford Hall,313
ACE,451,TR     ,930,1050,Mumford Hall,313
ACE,456,TR     ,1230,1350,Mumford Hall,313
ACE,456,TR     ,1230,1350,Mumford Hall,313
ACE,474,TR     ,1400,1520,Bevier Hall,132
ACE,474,TR     ,1400,1520,Bevier Hall,132
ACE,476,TR     ,1100,1220,Noyes Laboratory,157
ACE,476,TR     ,1100,1220,Noyes Laboratory,157
ACE,499,none,0,0,none,none
ACE,499,MW     ,930,1050,"Literatures, Cultures, & Ling",G7
ACE,499,MW     ,930,1050,"Literatures, Cultures, & Ling",G7
ACE,503,MW     ,1500,1650,Mumford Hall,316S
ACE,505,MWF    ,1330,1450,Mumford Hall,316S
ACE,510,TR     ,1030,1150,Mumford Hall,316N
ACE,531,MW     ,930,1050,Lincoln Hall,1020
ACE,546,none,0,0,none,none
ACE,547,none,0,0,none,none
ACE,561,W      ,1500,1650,Mumford Hall,65
ACE,571,MW     ,930,1050,Architecture Building,301
ACE,580,none,0,0,none,none
ACE,591,none,0,0,none,none
ACE,592,none,0,0,none,none
ACE,592,TR     ,1600,1720,Mumford Hall,316N
ACE,594,none,0,0,none,none
ACE,594,W      ,1200,1320,Mumford Hall,426
ACE,594,R      ,1230,1320,Mumford Hall,426
ACE,594,M      ,1200,1320,Mumford Hall,426
ACES,102,TR     ,1400,1520,Lincoln Hall,1000
ACES,199,none,0,0,none,none
ACES,200,M      ,1200,1250,Mumford Hall,65
ACES,293,none,0,0,none,none
ACES,295,none,0,0,none,none
ACES,298,T      ,1600,1720,Mumford Hall,65
ACES,299,none,0,0,none,none
ACES,396,none,0,0,none,none
ADV,150,W      ,1000,1050,Gregory Hall,219
ADV,150,W      ,1000,1050,Gregory Hall,317
ADV,150,W      ,1100,1150,Gregory Hall,219
ADV,150,W      ,1100,1150,Gregory Hall,317
ADV,150,W      ,1200,1250,Gregory Hall,219
ADV,150,W      ,1200,1250,Gregory Hall,317
ADV,150,W      ,1300,1350,Gregory Hall,219
ADV,150,W      ,1300,1350,Gregory Hall,317
ADV,150,W      ,1400,1450,Armory,428
ADV,150,TR     ,1400,1450,Gregory Hall,112
ADV,175,MW     ,1230,1350,Armory,101
ADV,199,W      ,1530,1720,Weston Hall,7
ADV,200,R      ,1230,1350,Wohlers Hall,70B
ADV,200,W      ,1700,1820,Wohlers Hall,70B
ADV,200,none,0,0,none,none
ADV,201,none,0,0,none,none
ADV,222,TR     ,1230,1350,Noyes Laboratory,163
ADV,250,W      ,1400,1450,Gregory Hall,317
ADV,250,R      ,1400,1450,David Kinley Hall,115
ADV,250,W      ,1500,1550,Gregory Hall,317
ADV,250,R      ,1500,1550,David Kinley Hall,115
ADV,250,W      ,1400,1450,Gregory Hall,307
ADV,250,MW     ,900,950,Roger Adams Laboratory,116
ADV,270,none,0,0,none,none
ADV,280,MW     ,1430,1550,Bevier Hall,103
ADV,281,F      ,1000,1050,1203 1/2 W Nevada,122
ADV,281,F      ,1100,1150,1203 1/2 W Nevada,122
ADV,281,F      ,1000,1050,Armory,328
ADV,281,F      ,1100,1150,Armory,328
ADV,281,TR     ,1100,1150,Burrill Hall,124
ADV,284,R      ,1230,1350,Gregory Hall,307
ADV,284,R      ,1230,1350,Henry Administration Bldg,140
ADV,284,R      ,1530,1650,Davenport Hall,169
ADV,284,R      ,1530,1650,David Kinley Hall,310
ADV,284,T      ,1530,1650,Huff Hall,112
ADV,290,T      ,1800,2050,Gregory Hall,31
ADV,290,TR     ,1600,1720,Gregory Hall,13
ADV,301,MW     ,1500,1620,Gregory Hall,319
ADV,310,MW     ,1000,1120,Armory,101
ADV,314,TR     ,1400,1520,Huff Hall,209
ADV,320,none,0,0,none,none
ADV,333,MW     ,1300,1420,Psychology Building,11
ADV,350,MW     ,1500,1620,Gregory Hall,31
ADV,360,W      ,900,1020,Armory,429
ADV,360,W      ,1030,1150,Armory,429
ADV,360,F      ,900,1020,Armory,429
ADV,360,F      ,1030,1150,Armory,429
ADV,360,M      ,1300,1420,Architecture Building,120
ADV,370,none,0,0,none,none
ADV,390,TR     ,1100,1220,Gregory Hall,213
ADV,392,T      ,1530,1720,Campus Instructional Facility,2039
ADV,393,MW     ,1200,1320,Burrill Hall,124
ADV,396,none,0,0,none,none
ADV,399,T      ,1530,1650,Gregory Hall,123
ADV,400,none,0,0,none,none
ADV,400,W      ,1400,1550,Gregory Hall,215
ADV,409,TR     ,1230,1350,Siebel Center for Design,1000
ADV,410,MW     ,1100,1220,Bevier Hall,108
ADV,410,MW     ,1400,1520,English Building,150
ADV,454,TR     ,1400,1550,Gregory Hall,31
ADV,461,TR     ,1400,1520,Education Building,166
ADV,480,MW     ,1100,1250,Gregory Hall,31
ADV,483,MW     ,1230,1350,Gregory Hall,215
ADV,483,MW     ,1500,1620,Gregory Hall,307
ADV,483,TR     ,1230,1350,Gregory Hall,31
ADV,484,MW     ,1500,1620,Huff Hall,209
ADV,490,T      ,1530,1720,Campus Instructional Facility,2039
ADV,490,T      ,1600,1750,Gregory Hall,31
ADV,490,MW     ,1000,1120,Gregory Hall,315
ADV,490,TR     ,1100,1220,Gregory Hall,31
ADV,492,MW     ,900,1050,Gregory Hall,31
ADV,494,MW     ,1000,1120,Gregory Hall,205
ADV,495,none,0,0,none,none
ADV,495,none,0,0,none,none
ADV,496,none,0,0,none,none
ADV,497,F      ,1200,1250,Gregory Hall,31
ADV,497,none,0,0,none,none
ADV,498,MWF    ,1300,1450,Gregory Hall,31
ADV,498,MWF    ,1000,1150,Gregory Hall,31
ADV,498,MWF    ,1300,1450,Gregory Hall,31
ADV,509,TR     ,1230,1350,Siebel Center for Design,1000
ADV,582,W      ,1500,1750,Gregory Hall,221
ADV,588,TR     ,1400,1520,Gregory Hall,315
ADV,590,none,0,0,none,none
ADV,590,TR     ,1400,1520,Education Building,166
ADV,590,W      ,1400,1550,Gregory Hall,215
ADV,590,MW     ,1000,1120,Gregory Hall,205
ADV,590,M      ,1630,1730,Gregory Hall,311
ADV,590,MW     ,1000,1120,Gregory Hall,315
ADV,590,MW     ,1500,1620,Huff Hall,209
ADV,597,F      ,1200,1250,Gregory Hall,31
ADV,597,none,0,0,none,none
ADV,598,none,0,0,none,none
ADV,599,none,0,0,none,none
AE,140,TR     ,1400,1450,Engineering Hall,406B1
AE,140,TR     ,1200,1250,Engineering Hall,406B1
AE,140,TR     ,1300,1350,Engineering Hall,406B1
AE,199,none,0,0,none,none
AE,199,M      ,1700,1750,Digital Computer Laboratory,2320
AE,202,TR     ,1230,1350,Everitt Laboratory,2233
AE,202,TR     ,1000,1120,Everitt Laboratory,2233
AE,298,MW     ,900,1020,Transportation Building,203
AE,298,T      ,1700,1750,Campus Instructional Facility,3018
AE,311,MWF    ,1300,1350,Sidney Lu Mech Engr Bldg,3101
AE,312,MWF    ,1300,1350,Campus Instructional Facility,3031
AE,321,MWF    ,900,950,Sidney Lu Mech Engr Bldg,3101
AE,323,MWF    ,900,950,Campus Instructional Facility,3031
AE,352,MWF    ,1100,1150,Everitt Laboratory,1306
AE,353,MWF    ,1100,1150,Everitt Laboratory,2310
AE,370,MWF    ,1400,1450,Campus Instructional Facility,4029
AE,395,none,0,0,none,none
AE,396,none,0,0,none,none
AE,397,none,0,0,none,none
AE,398,T      ,1030,1220,none,none
AE,403,TR     ,1100,1215,Engineering Hall,106B6
AE,403,none,0,0,none,none
AE,403,none,0,0,none,none
AE,410,MW     ,1100,1220,Engineering Hall,403B2
AE,410,none,0,0,none,none
AE,410,none,0,0,none,none
AE,419,MWF    ,1200,1250,Transportation Building,112
AE,419,none,0,0,none,none
AE,419,none,0,0,none,none
AE,420,MW     ,1200,1320,Transportation Building,114
AE,420,MW     ,1200,1320,Transportation Building,114
AE,434,MW     ,1000,1120,Transportation Building,103
AE,434,none,0,0,none,none
AE,434,none,0,0,none,none
AE,435,TR     ,1100,1220,Transportation Building,101
AE,435,none,0,0,none,none
AE,435,none,0,0,none,none
AE,443,TR     ,1400,1520,Loomis Laboratory,144
AE,443,TR     ,1400,1520,Siebel Center for Comp Sci,1404
AE,454,MW     ,1400,1520,Engineering Hall,410C1
AE,454,none,0,0,none,none
AE,454,none,0,0,none,none
AE,461,M      ,800,959,none,none
AE,461,T      ,1530,1730,none,none
AE,461,W      ,800,959,none,none
AE,461,W      ,1500,1700,none,none
AE,461,W      ,1700,1900,none,none
AE,461,R      ,1530,1730,none,none
AE,461,R      ,1730,1930,none,none
AE,461,T      ,1730,1930,none,none
AE,461,M      ,1730,1930,none,none
AE,461,T      ,800,959,none,none
AE,461,R      ,800,959,none,none
AE,461,TR     ,1000,1050,Digital Computer Laboratory,1320
AE,482,T      ,900,1050,Electrical & Computer Eng Bldg,3071
AE,482,R      ,900,1050,Electrical & Computer Eng Bldg,3071
AE,482,T      ,1400,1550,Electrical & Computer Eng Bldg,3071
AE,482,R      ,1400,1550,Electrical & Computer Eng Bldg,3071
AE,482,M      ,900,1050,Electrical & Computer Eng Bldg,3071
AE,482,T      ,1600,1750,Electrical & Computer Eng Bldg,3071
AE,482,R      ,1600,1750,Electrical & Computer Eng Bldg,3071
AE,482,TR     ,1230,1350,Electrical & Computer Eng Bldg,1013
AE,484,MWF    ,1000,1050,Ceramics Building,214
AE,497,none,0,0,none,none
AE,498,MW     ,1430,1550,Engineering Hall,106B8
AE,498,none,0,0,none,none
AE,498,none,0,0,none,none
AE,498,MW     ,1400,1520,Transportation Building,101
AE,508,MW     ,1100,1220,Engineering Hall,106B3
AE,508,none,0,0,none,none
AE,510,TR     ,1000,1150,Engineering Hall,403B2
AE,510,none,0,0,none,none
AE,514,MWF    ,830,950,Engineering Hall,106B6
AE,514,none,0,0,none,none
AE,515,MWF    ,1300,1350,Engineering Hall,106B6
AE,515,none,0,0,none,none
AE,526,TR     ,1400,1520,Engineering Hall,106B6
AE,538,TR     ,1500,1650,Sidney Lu Mech Engr Bldg,2051
AE,538,none,0,0,none,none
AE,543,TR     ,900,1020,Engineering Hall,410C1
AE,543,none,0,0,none,none
AE,551,MW     ,1300,1450,Sidney Lu Mech Engr Bldg,2051
